price,location,ratings,type,,,,,closed,,bar,nonsmoking,room,spa,teacoffee,wifi,,swimming,,,swimming,,restaurants,,,,restaurants,air,airconditioning,airport,airportshuttle,all,allrooms,and,andwellness,bar,barbreakfast,barsuperb,breakfast,centre,centrefitness,centrerestaurant,centreroom,closed,closed,conditioning,conditioningbreakfast,conditioninghousekeeping,conditioningteacoffee,conditioningterrace,desk,deskair,deskbar,deskbreakfast,desklift,desksuperb,deskteacoffee,facilities,facilitiesfor,family,familyrooms,fitness,fitnesscentre,for,forguests,front,frontdesk,guests,guestsbar,guestsdesk,guestsfamily,guestsfront,guestsrooms,gueststeacoffee,housekeeping,housekeepingbreakfast,in,inall,lift,liftair,maker,makerin,nonsmoking,nonsmokingrooms,parking,parkingairport,parkingbar,parkingfacilities,parkingfamily,parkingfront,parkingnonsmoking,parkingroom,parkingrooms,parkingteacoffee,pool,pool,poolairport,poolfitness,poolroom,poolspa,poolwifi,pools,poolsspa,poolswifi,restaurant,restaurantparking,restaurantwifi,restaurants,restaurants,room,roomservice,rooms,roomsbar,roomsbreakfast,roomsdesk,roomsfacilities,roomsfamily,roomsfront,roomsparking,roomsrestaurant,roomsrooms,roomssuperb,roomsteacoffee,service,service,service,serviceairport,servicebreakfast,servicefacilities,servicefitness,serviceparking,servicerestaurant,servicerooms,servicewifi,shuttle,shuttle,shuttlebar,shuttlefacilities,shuttlefamily,shuttlefitness,shuttleroom,shuttlerooms,shuttlespa,shuttleteacoffee,shuttlewifi,spa,spaand,superb,superbbreakfast,swimming,swimmingpool,swimmingpools,teacoffee,teacoffeemaker,terrace,terracebreakfast,wellness,wellnesscentre,wifi,wifiair,wifiairport,wifibreakfast,wififacilities,wififamily,wififront,wifiparking,wifirestaurant,wifirooms,wifiteacoffee
7049,24,7.8,66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1471468757958138,0.1471468757958138,0.0,0.0,0.18788028039470425,0.18788028039470425,0.15424422639708213,0.16030768901326342,0.0,0.10721806486229842,0.3077104844667551,0.22468065313308422,0.0,0.16373122368811746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15581855521618482,0.15581855521618482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10416781050204467,0.0,0.30773613575732095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17850787558051992,0.0,0.23845440433899276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13063171723864103,0.0,0.14295669234360878,0.0,0.0,0.10060785226878347,0.10060785226878347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10060785226878347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16730126351536484,0.0,0.0,0.1471468757958138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26174761360240506,0.0,0.0,0.18788028039470425,0.18788028039470425,0.0,0.0,0.16868041808876083,0.17850787558051992,0.0,0.0,0.0,0.0,0.0,0.18788028039470425,0.18788028039470425,0.09259956969717463,0.0,0.0,0.0,0.0,0.0,0.0,0.11912383056015396,0.0,0.0,0.0
7499,24,8.1,53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14633081472968698,0.14633081472968698,0.0,0.0,0.13012823825384937,0.13524368228953404,0.0,0.09045458760705859,0.1298000715203911,0.0,0.0,0.13813194946326174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19348549074060947,0.19348549074060947,0.0,0.0,0.1314564217486059,0.1314564217486059,0.19348549074060947,0.19348549074060947,0.0,0.0,0.19348549074060947,0.0,0.0,0.0,0.0,0.0,0.259621783768142,0.0,0.0,0.14633081472968698,0.14633081472968698,0.0,0.0,0.14633081472968698,0.14633081472968698,0.0,0.0,0.08788123860465176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14758411140084918,0.0,0.15059828109177006,0.0,0.0,0.35318183867169206,0.0,0.0,0.0,0.0,0.0,0.0,0.11020753010604052,0.24818181030433237,0.0,0.0,0.0,0.08487787761038683,0.08487787761038683,0.17868036971396117,0.1570438457242978,0.0,0.0,0.2617231827085843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08487787761038683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14114381580061053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14230734042067475,0.15059828109177006,0.0,0.14633081472968698,0.14633081472968698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11000,2,8.2,38,0.2407044233564103,0.26753776734564855,0.0,0.0,0.0,0.2407044233564103,0.0,0.0,0.0,0.3425409409061046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1204003646450044,0.1204003646450044,0.0,0.0,0.15372976250285844,0.15372976250285844,0.12620764798543982,0.1311689705147242,0.0,0.08772931152045375,0.25177873695597874,0.18384102563916407,0.0,0.13397021805054832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12749581508287877,0.12749581508287877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0852334940914505,0.0,0.2517997256770851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14606095573325872,0.0,0.1951111573273296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10688712420615959,0.0,0.1169718201186836,0.0,0.0,0.08232062035840298,0.08232062035840298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08232062035840298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13689134087203605,0.0,0.0,0.1204003646450044,0.26753776734564855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15372976250285844,0.15372976250285844,0.0,0.0,0.13801981004707395,0.14606095573325872,0.0,0.0,0.0,0.0,0.0,0.15372976250285844,0.15372976250285844,0.07576798282133494,0.0,0.0,0.0,0.0,0.0,0.0,0.0974709966472852,0.0,0.0,0.0
4779,6,8.7,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24151213452839082,0.24151213452839082,0.0,0.0,0.0,0.0,0.14626506094808253,0.14626506094808253,0.0,0.0,0.0,0.08346941338853557,0.11977652117173057,0.0,0.0,0.127464986541087,0.0,0.0,0.24151213452839082,0.0,0.3259080791067594,0.0,0.0,0.1313179413010716,0.2845969302930191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12545588461731513,0.12545588461731513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3259080791067594,0.3259080791067594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07832335364326015,0.07832335364326015,0.16488213631419135,0.0,0.0,0.14857689868248505,0.0,0.18005462925531399,0.0,0.0,0.0,0.0,0.0,0.0,0.07832335364326015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16885175327230093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14626506094808253,0.14626506094808253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14626506094808253,0.14626506094808253,0.07208889446550575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2773721819886764,0.0
11750,19,8.8,41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12903442060231476,0.12903442060231476,0.15209946541093294,0.15209946541093294,0.16475390994350148,0.16475390994350148,0.13525815126389504,0.14057525624007156,0.0,0.09402048669253275,0.26983409509503775,0.19702448822499544,0.0,0.14357738462908823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13663869438390208,0.13663869438390208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15209946541093294,0.15209946541093294,0.0,0.0,0.15209946541093294,0.15209946541093294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15653516375328827,0.0,0.2091028147050022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11455212932664248,0.0,0.12536001099593655,0.0,0.0,0.08822393173715672,0.08822393173715672,0.09286215197778078,0.16323482531596112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08822393173715672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1467079847056762,0.0,0.0,0.12903442060231476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22952883968866267,0.0,0.0,0.16475390994350148,0.16475390994350148,0.0,0.0,0.14791737777186761,0.15653516375328827,0.0,0.15209946541093294,0.15209946541093294,0.0,0.0,0.16475390994350148,0.16475390994350148,0.08120139662685599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32057182159406006
9750,24,8.6,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16166334667619878,0.16166334667619878,0.1751134916056122,0.1751134916056122,0.14376306543537032,0.14941450531883738,0.0,0.09993241260759422,0.28680102683169517,0.20941321560574386,0.0,0.15260540491344685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14523041589849098,0.14523041589849098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16166334667619878,0.16166334667619878,0.0,0.0,0.16166334667619878,0.16166334667619878,0.0,0.0,0.0970894282870091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26164489888862213,0.1663779578481305,0.0,0.0,0.0,0.0,0.2480197556590789,0.0,0.0,0.0,0.0,0.12175506696092975,0.0,0.13324253877036604,0.0,0.0,0.09377137534985751,0.09377137534985751,0.09870124281977086,0.17349888826621818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09377137534985751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15593285438290166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1751134916056122,0.1751134916056122,0.0,0.0,0.15721829302661594,0.1663779578481305,0.0,0.16166334667619878,0.16166334667619878,0.0,0.0,0.1751134916056122,0.1751134916056122,0.08630726937805099,0.0,0.0,0.0,0.0,0.0,0.0,0.11102916101147077,0.0,0.0,0.0
13500,25,8.7,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1366365322137162,0.1366365322137162,0.14800448418744286,0.14800448418744286,0.12150736159660729,0.0,0.3684180571758935,0.08446205398556324,0.2424018712176349,0.17699432906955154,0.0,0.1289808342654661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12274755415073384,0.12274755415073384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1366365322137162,0.1366365322137162,0.0,0.0,0.1366365322137162,0.1366365322137162,0.0,0.0,0.0820591869987702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22114011858949806,0.14062128283600203,0.0,0.0,0.0,0.0,0.2096242594904728,0.0,0.0,0.0,0.0,0.10290638212699792,0.0,0.11261549890711767,0.0,0.0,0.07925479592092126,0.07925479592092126,0.08342147939748781,0.1466398347122754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07925479592092126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13179316721520587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14800448418744286,0.14800448418744286,0.28798143313459657,0.28798143313459657,0.13287960939434998,0.14062128283600203,0.0,0.1366365322137162,0.1366365322137162,0.0,0.0,0.14800448418744286,0.14800448418744286,0.07294619488653797,0.0,0.0,0.0,0.0,0.0,0.0,0.09384093455390057,0.0,0.0,0.0
10000,8,7.6,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1675139111971545,0.1675139111971545,0.0,0.0,0.14896582232091637,0.15482178669527347,0.0,0.10354894684195308,0.14859014961556083,0.0,0.0,0.15812816431469176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15048627590688984,0.15048627590688984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1675139111971545,0.1675139111971545,0.0,0.0,0.1675139111971545,0.1675139111971545,0.0,0.0,0.10060307548146917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1689486372161723,0.0,0.17239914321431624,0.0,0.0,0.40430903954842023,0.0,0.0,0.0,0.0,0.0,0.0,0.12616135873735182,0.28410902931735427,0.0,0.0,0.0,0.09716494286520741,0.09716494286520741,0.20454644252634546,0.17977777869491077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33603238046806455,0.09716494286520741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1615760335219011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16290799193572655,0.17239914321431624,0.0,0.1675139111971545,0.1675139111971545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2772,1,5.9,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32059923316925315,0.32059923316925315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32059923316925315,0.0,0.0,0.0,0.0,0.17432014902563606,0.3777928500049734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31073401556966607,0.31073401556966607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10397161685605323,0.10397161685605323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10397161685605323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22414502163252567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09569558204928823,0.0,0.0,0.0,0.0,0.0,0.4833148661661237,0.0,0.0,0.0,0.0
3223,24,7.2,44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2779122919596818,0.2779122919596818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09604973277486038,0.0,0.0,0.0,0.0,0.0,0.0,0.2779122919596818,0.0,0.375028200589604,0.0,0.0,0.15110988155387128,0.32749072975927424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14436430907254813,0.14436430907254813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.375028200589604,0.375028200589604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09012807065563122,0.09012807065563122,0.09486639769832958,0.0,0.0,0.17097006958156327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09012807065563122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19430070395820834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08295396802678331,0.0,0.0,0.0,0.0,0.24110175729301087,0.0,0.0,0.0,0.0,0.0
3339,24,7.7,56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3684802547146032,0.3684802547146032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3684802547146032,0.0,0.0,0.0,0.0,0.20035460559240736,0.43421565367779935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19141073971088537,0.19141073971088537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11949962413659902,0.11949962413659902,0.1257821096765617,0.0,0.0,0.2266869678334612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11949962413659902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2576207492691044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10998757576556083,0.0,0.0,0.0,0.0,0.31967365067953074,0.0,0.0,0.0,0.0,0.0
10250,2,8.8,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18007094622056025,0.18007094622056025,0.0,0.0,0.0,0.0,0.1887563269431716,0.19617648754640354,0.0,0.13120807551824856,0.18828030768660042,0.0,0.0,0.2003660371035094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1906829113751204,0.1906829113751204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12747532763696526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21407678423228088,0.0,0.21844896053525814,0.0,0.2918085075714809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15986052576624238,0.0,0.17494321044638517,0.0,0.0,0.12311882979015704,0.12311882979015704,0.12959158879205662,0.2277985154161701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12311882979015704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20473487229800974,0.0,0.0,0.18007094622056025,0.0,0.0,0.0,0.0,0.36258295588293366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20642261230385564,0.21844896053525814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11331869633525259,0.0,0.0,0.0,0.0,0.0,0.0,0.14577775280903973,0.0,0.0,0.0
10350,19,8.6,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.202332328999995,0.202332328999995,0.16610893647891214,0.17263881023872876,0.0,0.11546544815074081,0.3313800620750524,0.24196344466887612,0.0,0.17632568862064424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16780436516313418,0.16780436516313418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11218056339617276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1883913907921916,0.0,0.1922389839698471,0.0,0.0,0.0,0.0,0.286570808110726,0.0,0.0,0.0,0.0,0.1406801157345305,0.0,0.15395314743650668,0.0,0.0,0.10834676753976234,0.10834676753976234,0.11404291098195565,0.20046675912827705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10834676753976234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18017034156321066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.202332328999995,0.202332328999995,0.0,0.0,0.1816555828897617,0.1922389839698471,0.0,0.0,0.0,0.0,0.0,0.202332328999995,0.202332328999995,0.09972247519466024,0.0,0.0,0.0,0.0,0.0,0.0,0.12828702419435023,0.0,0.0,0.0
10455,24,8.2,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32735618801704724,0.32735618801704724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1585339368586338,0.1585339368586338,0.13015173490838094,0.1352681026161517,0.0,0.09047092057386365,0.2596470178387449,0.18958620033101128,0.0,0.13815689131093345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1314801582270923,0.1314801582270923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08789710691372142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14761075998171427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29359215840189984,0.3084692371833724,0.0,0.11022742977037496,0.0,0.12062728025479155,0.0,0.0,0.08489320361644323,0.08489320361644323,0.08935631660123182,0.157072202405667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08489320361644323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.141169301487066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1585339368586338,0.1585339368586338,0.0,0.0,0.14233303619939305,0.0,0.29359215840189984,0.0,0.0,0.0,0.0,0.1585339368586338,0.1585339368586338,0.07813579107220839,0.0,0.0,0.0,0.0,0.0,0.0,0.10051704091939577,0.0,0.0,0.0
10500,6,9.0,63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1471468757958138,0.1471468757958138,0.0,0.0,0.18788028039470425,0.18788028039470425,0.15424422639708213,0.16030768901326342,0.0,0.10721806486229842,0.3077104844667551,0.22468065313308422,0.0,0.16373122368811746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15581855521618482,0.15581855521618482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10416781050204467,0.0,0.30773613575732095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17850787558051992,0.0,0.23845440433899276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13063171723864103,0.0,0.14295669234360878,0.0,0.0,0.10060785226878347,0.10060785226878347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10060785226878347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16730126351536484,0.0,0.0,0.1471468757958138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26174761360240506,0.0,0.0,0.18788028039470425,0.18788028039470425,0.0,0.0,0.16868041808876083,0.17850787558051992,0.0,0.0,0.0,0.0,0.0,0.18788028039470425,0.18788028039470425,0.09259956969717463,0.0,0.0,0.0,0.0,0.0,0.0,0.11912383056015396,0.0,0.0,0.0
4355,24,7.9,44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2718532889061669,0.2718532889061669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09395567057966753,0.0,0.0,0.0,0.0,0.0,0.0,0.2718532889061669,0.366851890731182,0.0,0.0,0.0,0.14781540606559743,0.0,0.0,0.0,0.33996526141716804,0.0,0.0,0.0,0.0,0.14121689956676048,0.14121689956676048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33996526141716804,0.33996526141716804,0.0,0.0,0.0,0.0,0.09128271901852654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15329641669262428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11447315905107192,0.0,0.1252735899518925,0.0,0.0,0.08816311166997721,0.08816311166997721,0.18559626880204905,0.0,0.0,0.1672426051849736,0.0,0.2026748810838055,0.0,0.0,0.0,0.0,0.0,0.0,0.08816311166997721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1466068467342678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08114541777507882,0.0,0.0,0.0,0.0,0.0,0.0,0.10438874639896228,0.0,0.0,0.0
